Athlete,Sport,Date,Competition,Comp Set,Class,Discipline,Discipline_AR,Phase,Gender,Age,Rank,Result,Medal,Wind,Attempt,Lane_Heat,Reaction_Time,Split_Times,Status,Country,Detection_Method,Source_URL
Sami Bakheet,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s Long Jump,الوثب الطويل رجال,Final,Men,,3,0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0733
Ahmed Altaruti,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s Long Jump,الوثب الطويل رجال,Final,Men,,1,7.45,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0733
Ali Abdelghani,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s Javelin Throw,رمي الرمح رجال,Final,Men,,1,72.04,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0737
Mariam Almatar,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Women’s 800 Metres,800 متر سيدات,Heptathlon,Women,,2,2:38.23,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0738
Sarah Alhilal,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Women’s 800 Metres,800 متر سيدات,Heptathlon,Women,,1,2:27.63,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0738
Sarah Alhilal,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,HEPTATHLON WOMEN (Combined),سباعي السيدات (مجمع),Final,Women,,1,4067,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0790
Mariam Almatar,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,HEPTATHLON WOMEN (Combined),سباعي السيدات (مجمع),Final,Women,,3,3721,B,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0790
Saudi Arabia (Team),Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Women’s 4x100 Metres Relay,4×100 متر تتابع سيدات,Final,Women,,4,55.97,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0740
Muhsin Aldabboos,Athletics,2026-05-16,4th GCC Games Doha 2026,GCC Games,,Men’s 100 Metres,100 متر رجال,Decathlon,Men,,1,11.04,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0741
Ali Beedh,Athletics,2026-05-16,4th GCC Games Doha 2026,GCC Games,,Men’s 100 Metres,100 متر رجال,Decathlon,Men,,2,11.24,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0741
Ali Beedh,Athletics,2026-05-16,4th GCC Games Doha 2026,GCC Games,,Men’s Long Jump,الوثب الطويل رجال,Decathlon,Men,,1,7.04,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0742
Muhsin Aldabboos,Athletics,2026-05-16,4th GCC Games Doha 2026,GCC Games,,Men’s Long Jump,الوثب الطويل رجال,Decathlon,Men,,2,6.99,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0742
Ali Beedh,Athletics,2026-05-16,4th GCC Games Doha 2026,GCC Games,,Men’s Shot Put,دفع الجلة رجال,Decathlon,Men,,1,13.21,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0743
Ali Beedh,Athletics,2026-05-16,4th GCC Games Doha 2026,GCC Games,,Men’s High Jump,الوثب العالي رجال,Decathlon,Men,,1,1.79,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0744
Muhsin Aldabboos,Athletics,2026-05-16,4th GCC Games Doha 2026,GCC Games,,Men’s High Jump,الوثب العالي رجال,Decathlon,Men,,3,1.73,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0744
Abdulrahman Mohammed,Athletics,2026-05-16,4th GCC Games Doha 2026,GCC Games,,Men’s Triple Jump,الوثب الثلاثي رجال,Final,Men,,2,14.96,S,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0750
Sami Bakheet,Athletics,2026-05-16,4th GCC Games Doha 2026,GCC Games,,Men’s Triple Jump,الوثب الثلاثي رجال,Final,Men,,3,DNS,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0750
Ali Beedh,Athletics,2026-05-16,4th GCC Games Doha 2026,GCC Games,,Men’s 400 Metres,400 متر رجال,Decathlon,Men,,1,49.98,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0752
Muhsin Aldabboos,Athletics,2026-05-16,4th GCC Games Doha 2026,GCC Games,,Men’s 400 Metres,400 متر رجال,Decathlon,Men,,2,50.80,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0752
Ali Beedh,Athletics,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s 110M Hurdles,110 متر حواجز رجال,Decathlon,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0754
Muhsin Aldabboos,Athletics,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s 110M Hurdles,110 متر حواجز رجال,Decathlon,Men,,2,15.14,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0754
Ali Beedh,Athletics,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Discus Throw,رمي القرص رجال,Decathlon,Men,,1,41,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0755
Muhsin Aldabboos,Athletics,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Discus Throw,رمي القرص رجال,Decathlon,Men,,2,35.94,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0755
Ali Beedh,Athletics,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Pole Vault,القفز بالزانة رجال,Decathlon,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0756
Muhsin Aldabboos,Athletics,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Pole Vault,القفز بالزانة رجال,Decathlon,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0756
Ali Beedh,Athletics,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Javelin Throw,رمي الرمح رجال,Decathlon,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0757
Muhsin Aldabboos,Athletics,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Javelin Throw,رمي الرمح رجال,Decathlon,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0757
Hebah Omar,Athletics,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Women’s 200 Metres,200 متر سيدات,Final,Women,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0759
Lujain Alhumaid,Athletics,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Women’s 200 Metres,200 متر سيدات,Final,Women,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0759
Abubakr Dihy,Athletics,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Discus Throw,رمي القرص رجال,Final,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0763
Fayez Alsubaie,Athletics,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s 1500 Metres,1500 متر رجال,Final,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0765
Ali Beedh,Athletics,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s 1500 Metres,1500 متر رجال,Decathlon,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0766
Muhsin Aldabboos,Athletics,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s 1500 Metres,1500 متر رجال,Decathlon,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0766
Saudi Arabia (Team),Basketball 3x3,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Women’s Pool B Game 1,سيدات - مباراة المجموعة B المباراة 1,Pool B,Women,,,19.0,,,,,,Regular Time:19 | Overtime:0,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0471
Saudi Arabia (Team),Basketball 3x3,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s Pool A Game 2,رجال - مباراة المجموعة A المباراة 2,Pool A,Men,,,22.0,,,,,,Regular Time:22 | Overtime:0,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0472
Saudi Arabia (Team),Basketball 3x3,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s Pool A Game,رجال - مباراة المجموعة A,Pool A,Men,,,13.0,,,,,,Regular Time:13 | Overtime:0,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0474
Saudi Arabia (Team),Basketball 3x3,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s Pool A Game 3,رجال - مباراة المجموعة A المباراة 3,Pool A,Men,,,13.0,,,,,,Regular Time:13 | Overtime:0,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0478
Saudi Arabia (Team),Basketball 3x3,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Women’s Pool B Game 3,سيدات - مباراة المجموعة B المباراة 3,Pool B,Women,,,12.0,,,,,,Regular Time:12 | Overtime:0,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0481
Saudi Arabia (Team),Basketball 3x3,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s Pool A Game 8,رجال - مباراة المجموعة A المباراة 8,Pool A,Men,,,12.0,,,,,,Regular Time:12 | Overtime:0,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0484
Saudi Arabia (Team),Basketball 3x3,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Semi-Final Game 1,سيدات - نصف النهائي  مباراة 1,Semi-Final,Women,,,18.0,,,,,,Regular Time:18 | Overtime:0,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0486
Saudi Arabia (Team),Basketball 3x3,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s Semi-Final Game 1,رجال - نصف النهائي مباراة 1,Semi-Final,Men,,,11.0,,,,,,Regular Time:11 | Overtime:0,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0488
Saudi Arabia (Team),Basketball 3x3,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s Bronze Medal Game,رجال - مباراة الميدالية البرونزية,Bronze Medal Game,Men,,,13.0,,,,,,Regular Time:13 | Overtime:0,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0491
Saudi Arabia (Team),Basketball 3x3,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Final,سيدات - النهائي,Final,Women,,,17.0,,,,,,Regular Time:17 | Overtime:0,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0492
Abdulaziz Alamoudi,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 2,كرات فردي رجال 10   مباراة رقم 2,Qualification,Men,,,5.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0190
Mohammed Baabad,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 12,12 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,,7.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0194
Abdulaziz Alamoudi,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 17,17 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0196
Mohammed Baabad,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 22,22 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,,7.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0199
Mohammed Baabad,Billiards,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Semi-final,كرات فردي رجال 10 النصف النهائي,Semi Final,Men,,,5.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0209
Mohammed Baabad,Billiards,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Final,كرات فردي رجال 10 النهائي,Final,Men,,1,7.0,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0210
Saudi Arabia (Team),Billiards,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Doubles Match No 6,6 كرات زوجي رجال 10 مباراة رقم,Qualification,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0213
Team A SAUDI ARABIA  Mohammed Babaad Abdulaziz Alamoudi,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Doubles Semi-final,كرات زوجي رجال 10 النصف النهائي,Semi Final,Men,,4,4.0,B,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0217
Abdulaziz Alamoudi,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 7,7 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,7.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0221
Mohammed Baabad,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 10,10 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,4.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0223
Abdulaziz Alamoudi,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 20,20 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,7.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0227
Mohammed Baabad,Billiards,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 24,24 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0233
Abdulrahman Alkheliwi,Bowling,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men Singles,فردي رجال,Final,Men,,1,1295.0,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/bowling/COM-2026-0589
Ahmed Abualreesh,Bowling,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men Singles,فردي رجال,Final,Men,,7,1202.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/bowling/COM-2026-0589
Bandar Alyabah,Bowling,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men Singles,فردي رجال,Final,Men,,10,1197.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/bowling/COM-2026-0589
Ziyad Altuwaireb,Bowling,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men Singles,فردي رجال,Final,Men,,12,1190.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/bowling/COM-2026-0589
Abdulmajeed Alaslani,Bowling,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men Singles,فردي رجال,Final,Men,,22,1083.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/bowling/COM-2026-0589
Mohammed Alsaud,Bowling,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men Singles,فردي رجال,Final,Men,,25,998.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/bowling/COM-2026-0589
Saudi Arabia (Team),Bowling,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men Doubles,زوجي رجال,Final,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/bowling/COM-2026-0713
Saudi Arabia (Team),Bowling,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men Trio,ثلاثي رجال,Final,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/bowling/COM-2026-0769
Saudi Arabia (Team),Bowling,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men Team,الفرق رجال,Qualification,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/bowling/COM-2026-0788
Saudi Arabia (Team),Bowling,2026-05-16,4th GCC Games Doha 2026,GCC Games,,"Men Team Final (Game 3, Game 4, Game 6)",نهائي الفرق رجال,Final,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/bowling/COM-2026-0815
Ziad Majrashi,Boxing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 60 kg,60 كجم رجال,Semifinals,Men,,,5.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/boxing/COM-2026-0157
Abdullah Darkazanli,Boxing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 75 kg,75 كجم رجال,Semifinals,Men,,,1.0,B,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/boxing/COM-2026-0158
Aly Abdalla,Boxing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 75 kg,75 كجم رجال,Semifinals,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/boxing/COM-2026-0159
Abdelrahman Sadek,Boxing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 80 kg,80 كجم رجال,Semifinals,Men,,,1.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/boxing/COM-2026-0160
Muhannad Majrashi,Boxing,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 55 kg,55 كجم رجال,Final,Men,,,4.0,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/boxing/COM-2026-0162
Ziad Majrashi,Boxing,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 60 kg,60 كجم رجال,Final,Men,,,4.0,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/boxing/COM-2026-0163
Abdelrahman Sadek,Boxing,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 80 kg,80 كجم رجال,Final,Men,,,5.0,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/boxing/COM-2026-0165
Saudi Arabia (Team),Equestrian,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Team Show Jumping,قفز الحواجز فرق,Qualification,Mixed,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/equestrian/COM-2026-0088
Nada Abed,Fencing,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women's Épée Final Results,الايبيه نساء النتائج النهائية,Standing,Women,,,3.0,B,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0714
Aljawharah Almarri,Fencing,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women's Foil Final Results,فلوريه سيدات النتائج النهائية,Standing,Women,,,7.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0771
Lameed Almarri,Fencing,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women's Foil Final Results,فلوريه سيدات النتائج النهائية,Standing,Women,,,5.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0771
Basma Alrashid,Fencing,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women's Foil Final Results,فلوريه سيدات النتائج النهائية,Standing,Women,,,4.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0771
Ghala Alduhaim,Fencing,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women's Foil Final Results,فلوريه سيدات النتائج النهائية,Standing,Women,,,3.0,B,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0771
Omar Alakkas,Fencing,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Épée Final Results,الايبيه رجال النتائج النهائية,Final,Men,,,1.0,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/fencing/COM-2026-0770
